"Plan Module","Material","Customer No","Description","Customer Dept","Gender","SO","LI","Order No","Order Qty","Emp","Plan SMV","Date","Plan Efficiency","Qty","Cum Qty","Standard Hours","Cum.Standard Hours","Work Hours","Cum.Work Hours","Section"
"0074-A","7000115094","100275","(BO/CO) VB SALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",10,8000360366,1312,20,8.16,"2018-01-24",40,478.7,647.1,65.1,88,162.8,220,2
"0074-A","7000115094","100275","(BO/CO) VB SALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",10,8000360366,1312,20,8.16,"2018-01-24",50,63.4,710.5,8.6,96.6,17.2,237.2,2
"0074-A","7000115094","100275","(BO/CO) VB SALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",10,8000360366,1312,20,8.16,"2018-01-25",50,598.4,1308.8,81.4,178,162.8,400,2
"0074-A","7000115094","100275","(BO/CO) VB SALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",10,8000360366,1312,20,8.16,"2018-01-25",60,3.2,1312,0.4,178.4,0.7,400.7,2
"0074-A","7000115097","100275","(BO/CO) VBSALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",40,8000387948,1048,20,8.16,"2018-01-25",60,247.9,247.9,33.7,33.7,56.2,56.2,2
"0074-A","7000115097","100275","(BO/CO) VBSALTY SCALLOP TRIANGLE TOP PR","Q1/BIG GIRLS","WOMEN","D000071987",40,8000387948,1048,20,8.16,"2018-01-26",60,794.1,1042,108,141.7,180,236.2,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-15",50,281.6,865.5,57.9,178,115.8,400,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-15",60,303.9,1169.4,62.5,240.5,104.2,504.2,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-16",60,641.8,1811.2,132,372.5,220,724.2,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-17",60,525.1,2336.3,108,480.5,180,904.2,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-18",60,525.1,2861.4,108,588.5,180,1084.2,2
"0075-A","7000115062","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",40,8000350471,3240,20,12.34,"2018-01-19",60,378.6,3240,77.9,666.4,129.8,1213.9,2
"0075-A","7000115058","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071437",30,8000350806,462,20,12.34,"2018-01-19",60,145.6,145.6,29.9,29.9,49.9,49.9,2
"0075-A","7000115058","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071437",30,8000350806,462,20,12.34,"2018-01-20",60,316.4,462,65.1,95,108.5,158.4,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-20",45,155.8,155.8,32,32,71.2,71.2,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-22",45,238.1,393.8,49,81,108.8,180,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-22",50,270.3,664.2,55.6,136.6,111.2,291.2,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-23",50,264.5,928.7,54.4,191,108.8,400,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-23",55,297.4,1226.1,61.2,252.2,111.2,511.2,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-24",55,481.4,1707.4,99,351.2,180,691.2,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-25",55,291,1998.4,59.8,411,108.8,800,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-25",60,324.4,2322.8,66.7,477.7,111.2,911.2,2
"0075-A","7000115057","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",40,8000350669,2506,20,12.34,"2018-01-26",60,183.2,2506,37.7,515.4,62.8,974,2
"0075-A","7000115063","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",60,8000350822,1560,20,12.34,"2018-01-26",65,369.4,369.4,76,76,116.9,116.9,2
"0081-A","7000128336","100015","177284 BODY WRAP STRAPY BACK 3Y6I PR VSS","90/","WOMEN","1000110789",10,8000362490,3960,23,12.646,"2018-01-15",73,837.2,3960,176.5,834.6,241.7,1143.3,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","2000016155",80,8000360737,10,20,16.22,"2018-01-16",1,4.4,4.4,1.2,1.2,120,120,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","2000016155",80,8000360737,10,20,16.22,"2018-01-17",1,5.6,10,1.5,2.7,150.3,270.3,2
"0081-A","7000113878","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",10,8000351126,8,22,16.22,"2018-01-17",10,8,8,2.2,2.2,21.6,21.6,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",30,8000351128,7,22,16.22,"2018-01-17",60,7,7,1.9,1.9,3.2,3.2,2
"0081-A","7000113880","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071537",10,8000351133,12,20,16.22,"2018-01-17",40,8.9,8.9,2.4,2.4,6,6,2
"0081-A","7000113880","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071537",10,8000351133,12,20,16.22,"2018-01-18",40,3.1,12,0.8,3.2,2.1,8.1,2
"0081-A","7000113877","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071536",10,8000349358,81,22,16.22,"2018-01-18",60,81,81,21.9,21.9,36.5,36.5,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-18",40,234.5,234.5,63.4,63.4,158.5,158.5,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-19",40,58.5,293,15.8,79.2,39.5,198,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-19",50,293.1,586.1,79.2,158.4,158.5,356.5,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-20",50,73.1,659.2,19.8,178.2,39.5,396,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-20",60,351.7,1010.9,95.1,273.3,158.5,554.5,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-22",60,537.1,1548,145.2,418.5,242,796.5,2
"0081-A","7000113881","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071502",40,8000351129,1570,22,16.22,"2018-01-23",60,22,1570,5.9,424.4,9.9,806.4,2
"0081-A","7000113878","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071505",10,8000351130,1877,22,16.22,"2018-01-23",60,257.2,257.2,69.5,69.5,231.7,231.7,2
"0081-A","7000113878","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071505",10,8000351130,1877,22,16.22,"2018-01-24",60,219.7,476.9,59.4,128.9,198,429.7,2
"0081-A","7000113878","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071505",10,8000351130,1877,22,16.22,"2018-01-25",60,268.6,745.4,72.6,201.5,242,671.7,2
"0081-A","7000113878","100255","(BC)AE LIGHTLY LINED ST CHARM-TP-PR-SS18","Q9/AERIE- SWIM","FL","D000071505",10,8000351130,1877,22,16.22,"2018-01-26",60,219.7,965.2,59.4,260.9,198,869.7,2
"0083-A","7000129587","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111421",10,8000358205,682,22,14.93,"2018-01-15",60,38.8,682,9.6,169.7,16.1,282.8,2
"0083-A","7000129588","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111421",20,8000358206,1545,22,14.93,"2018-01-15",60,543.9,543.9,135.3,135.3,225.6,225.6,2
"0083-A","7000129588","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111421",20,8000358206,1545,22,14.93,"2018-01-16",60,583.5,1127.4,145.2,280.5,242,467.6,2
"0083-A","7000129588","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111421",20,8000358206,1545,22,14.93,"2018-01-17",60,417.6,1545,103.9,384.4,173.2,640.7,2
"0083-A","7000129585","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111423",10,8000358207,47,22,14.93,"2018-01-17",65,47,47,11.7,11.7,18,18,2
"0083-A","7000129586","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111424",10,8000358208,177,22,14.93,"2018-01-17",60,14.1,14.1,3.5,3.5,5.8,5.8,2
"0083-A","7000129586","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111424",10,8000358208,177,22,14.93,"2018-01-18",60,162.9,177,40.5,44,67.6,73.4,2
"0083-A","7000129591","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111330",10,8000358202,2267,22,14.93,"2018-01-18",65,339.8,339.8,84.5,84.5,130.1,130.1,2
"0083-A","7000129591","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111330",10,8000358202,2267,22,14.93,"2018-01-19",65,517.2,857,128.7,213.2,198,328.1,2
"0083-A","7000129591","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111330",10,8000358202,2267,22,14.93,"2018-01-20",65,517.2,1374.2,128.7,341.9,198,526.1,2
"0083-A","7000129591","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111330",10,8000358202,2267,22,14.93,"2018-01-22",65,632.2,2006.4,157.3,499.2,242,768.1,2
"0083-A","7000129591","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111330",10,8000358202,2267,22,14.93,"2018-01-23",65,260.6,2267,64.9,564.1,99.8,867.9,2
"0083-A","7000129589","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111426",10,8000358209,21,22,14.93,"2018-01-23",60,21,21,5.2,5.2,8.7,8.7,2
"0083-A","7000129593","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111431",10,8000358211,11,22,14.93,"2018-01-23",60,11,11,2.7,2.7,4.6,4.6,2
"0083-A","7000129590","100255","AE-R ONE PC SCOOP CF MACRAME SD-SU8","Q9/AERIE- SWIM","FL","1000111429",10,8000358210,31,22,14.93,"2018-01-23",60,31,31,7.7,7.7,12.9,12.9,2
"0083-A","7000115019","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071463",50,8000350476,403,22,14.93,"2018-01-23",65,258.6,258.6,64.3,64.3,99,99,2
"0083-A","7000115019","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071463",50,8000350476,403,22,14.93,"2018-01-24",65,144.4,403,35.9,100.3,55.3,154.3,2
"0083-A","7000115020","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071463",60,8000350477,720,22,14.93,"2018-01-24",65,371.8,371.8,92.5,92.5,142.3,142.3,2
"0083-A","7000115020","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071463",60,8000350477,720,22,14.93,"2018-01-25",65,348.2,720,86.6,179.2,133.3,275.6,2
"0083-A","7000115023","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071464",40,8000350643,1326,22,14.93,"2018-01-25",70,304.8,304.8,75.8,75.8,108.3,108.3,2
"0083-A","7000115023","100255","(BC/CO/MC)AE ONE PC SCOOP MACRME-SD-SS18","Q9/AERIE- SWIM","FL","D000071464",40,8000350643,1326,22,14.93,"2018-01-26",70,557,861.8,138.6,214.4,198,306.3,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-16",40,362.5,362.5,88,88,220,220,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-17",50,370.7,733.2,90,178,180,400,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-18",60,444.9,1178.1,108,286,180,580,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-19",60,444.9,1623,108,394,180,760,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-20",60,444.9,2067.8,108,502,180,940,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-22",60,543.7,2611.6,132,634,220,1160,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-23",60,543.7,3155.3,132,766,220,1380,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-24",60,444.9,3600.2,108,874,180,1560,2
"0094-A","7000136024","100015","175230 LACE UP BANDEAU 2ZUO SD VSS","90/","WOMEN","1000117222",30,8000396498,4073,20,14.566,"2018-01-25",60,472.8,4073,114.8,988.8,191.3,1751.3,2
"0094-A","7000127880","100268","CROWD PLEASER TOP PR","Q3/ESSENTIAL","WOMEN","1000111455",50,8000387904,4338,20,10.51,"2018-01-26",40,411,411,72,72,180,180,2
"0095-A","7000115090","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072019",20,8000369816,1006,16,5.67,"2018-01-20",50,761.9,761.9,72,72,144,144,2
"0095-A","7000115090","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072019",20,8000369816,1006,16,5.67,"2018-01-22",55,244.1,1006,23.1,95.1,41.9,185.9,2
"0095-A","7000115089","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM PR","Q1/BIG GIRLS","WOMEN","D000072019",10,8000387956,1204,16,5.67,"2018-01-22",55,778.7,778.7,73.6,73.6,133.8,133.8,2
"0095-A","7000115089","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM PR","Q1/BIG GIRLS","WOMEN","D000072019",10,8000387956,1204,16,5.67,"2018-01-23",55,245.6,1024.3,23.2,96.8,42.2,176,2
"0095-A","7000115089","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM PR","Q1/BIG GIRLS","WOMEN","D000072019",10,8000387956,1204,16,5.67,"2018-01-23",60,179.7,1204,17,113.8,28.3,204.3,2
"0095-A","7000115091","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM PR","Q1/BIG GIRLS","WOMEN","D000072019",30,8000387957,1204,16,5.67,"2018-01-23",60,668.2,668.2,63.1,63.1,105.2,105.2,2
"0095-A","7000115091","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM PR","Q1/BIG GIRLS","WOMEN","D000072019",30,8000387957,1204,16,5.67,"2018-01-24",60,535.8,1204,50.6,113.8,84.4,189.6,2
"0095-A","7000115092","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072019",40,8000387958,1204,16,5.67,"2018-01-24",60,376.8,376.8,35.6,35.6,59.3,59.3,2
"0095-A","7000115092","100275","(BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072019",40,8000387958,1204,16,5.67,"2018-01-25",60,827.2,1204,78.2,113.8,130.3,189.6,2
"0095-A","7000087610","100275","1BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072052",10,8000387959,496,16,5.67,"2018-01-25",20,96.2,96.2,9.1,9.1,45.4,45.4,2
"0095-A","7000087610","100275","1BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072052",10,8000387959,496,16,5.67,"2018-01-26",20,276.3,372.5,26.1,35.2,130.6,176,2
"0095-A","7000087610","100275","1BO/LC)VB BOLSA SCALLOP BOTTOM SD","Q1/BIG GIRLS","WOMEN","D000072052",10,8000387959,496,16,5.67,"2018-01-26",25,35.6,408.1,3.4,38.6,13.4,189.4,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-15",40,267.9,350.1,55.1,72,137.7,180,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-15",45,180,530.1,37,109,82.3,262.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-16",45,301.4,831.4,62,171,137.7,400,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-16",50,200,1031.4,41.1,212.1,82.3,482.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-17",50,334.9,1366.3,68.9,281,137.7,620,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-17",55,113,1479.3,23.2,304.2,42.3,662.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-18",55,481.4,1960.7,99,403.2,180,842.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-19",55,368.3,2329,75.8,479,137.7,980,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-19",60,123.3,2452.3,25.4,504.4,42.3,1022.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-20",60,525.1,2977.4,108,612.4,180,1202.3,2
"0097-A","7000115056","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071436",20,8000350468,3240,20,12.34,"2018-01-22",60,262.6,3240,54,666.4,90,1292.3,2
"0097-A","7000115051","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071555",10,8000350721,60,20,12.34,"2018-01-22",60,60,60,12.3,12.3,20.6,20.6,2
"0097-A","7000115060","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071556",10,8000350722,228,20,12.34,"2018-01-22",65,228,228,46.9,46.9,72.1,72.1,2
"0097-A","7000115050","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071554",10,8000350670,16,20,12.34,"2018-01-22",60,16,16,3.3,3.3,5.5,5.5,2
"0097-A","7000115052","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",20,8000350725,2383,20,12.34,"2018-01-22",65,69.5,69.5,14.3,14.3,22,22,2
"0097-A","7000115052","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",20,8000350725,2383,20,12.34,"2018-01-23",65,695.3,764.8,143,157.3,220,242,2
"0097-A","7000115052","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",20,8000350725,2383,20,12.34,"2018-01-24",65,568.9,1333.7,117,274.3,180,422,2
"0097-A","7000115052","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",20,8000350725,2383,20,12.34,"2018-01-25",65,695.3,2029,143,417.3,220,642,2
"0097-A","7000115052","100255","(CO/MC)AE LIGHTLY LINED MACM-TP-SD-SS18","Q9/AERIE- SWIM","FL","D000071438",20,8000350725,2383,20,12.34,"2018-01-26",65,354,2383,72.8,490.1,112,754,2
"0097-A","7000126706","100268","MAGIC IN THE AIR TOP SD","Q3/ESSENTIAL","WOMEN","2000016237",100,8000409088,20,20,12.6,"2018-01-26",2,6.4,6.4,1.4,1.4,67.7,67.7,2
"0107-A","7000115070","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071560",10,8000350733,685,20,9.814,"2018-01-16",50,550.2,550.2,90,90,180,180,2
"0107-A","7000115070","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071560",10,8000350733,685,20,9.814,"2018-01-17",55,134.8,685,22,112,40.1,220.1,2
"0107-A","7000115075","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071564",40,8000349361,2245,20,9.814,"2018-01-17",55,469.4,469.4,76.8,76.8,139.6,139.6,2
"0107-A","7000115075","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071564",40,8000349361,2245,20,9.814,"2018-01-18",55,135.9,605.3,22.2,99,40.4,180,2
"0107-A","7000115075","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071564",40,8000349361,2245,20,9.814,"2018-01-18",60,512,1117.3,83.8,182.8,139.6,319.6,2
"0107-A","7000115075","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071564",40,8000349361,2245,20,9.814,"2018-01-19",60,660.3,1777.6,108,290.8,180,499.6,2
"0107-A","7000115075","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071564",40,8000349361,2245,20,9.814,"2018-01-20",60,467.4,2245,76.5,367.2,127.4,627,2
"0107-A","7000115066","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071568",10,8000350732,2251,20,9.814,"2018-01-20",65,207.6,207.6,34,34,52.2,52.2,2
"0107-A","7000115066","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071568",10,8000350732,2251,20,9.814,"2018-01-22",65,715.3,922.9,117,151,180,232.2,2
"0107-A","7000115066","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071568",10,8000350732,2251,20,9.814,"2018-01-23",65,715.3,1638.2,117,268,180,412.2,2
"0107-A","7000115066","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071568",10,8000350732,2251,20,9.814,"2018-01-24",65,612.8,2251,100.2,368.2,154.2,566.4,2
"0107-A","7000115071","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071560",20,8000350734,375,20,9.814,"2018-01-24",70,109,109,17.8,17.8,25.5,25.5,2
"0107-A","7000115071","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071560",20,8000350734,375,20,9.814,"2018-01-25",70,266,375,43.5,61.3,62.2,87.6,2
"0107-A","7000115073","100255","(CO/MC)AE CROP CF MACRAME TOP SD-SS18","Q9/AERIE- SWIM","FL","D000071553",10,8000349341,1659,20,9.814,"2018-01-25",70,502.9,502.9,82.3,82.3,117.5,117.5,2
